reviewer,title,paper_id,inclusion_IAM,extent,location,biome,discipline,concerns,notes1,notes2,projected,observed,new_data,huc6,topic
DH,Cattle grazing in semiarid forestlands: Habitat selection during periods of drought,79,impacts,1 - 100 km2,"Oregon, 45.2331833,-118.5685822","grassland: temperate, forest: temperate",biology/ecology,NA,NA,NA,no,no,yes,"0601, 0701","temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, agriculture, community resilience, attitudes and beliefs, soils, management, species range shifts"
pe,effects of climate change on hydrology and water resources in the columbia river basin,793,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),"hydrology, policy or management",NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, snow, climate oscillations, streamflow/stream forecasting, water quantity, policy, management, alternative energy"
am,evaluating presentation formats of local climate change in community planning with regard to process and outcomes,795,adaptation,1 - 100 km2,"kimberley; 49.635594,-116.828717",n/a (not biome specific or all biomes - see codebook),anthropology/sociology,NA,NA,NA,no,no,yes,kooteney,"streamflow/stream forecasting, river geomorphology and restoration, pests and disease, timber production/silviculture, attitudes and beliefs, management, natural disasters"
mf,seasonal climate signals from multiple tree ring metrics: a case study ofpinus ponderosain the upper columbia river basin,797,impacts,25000 - 40000 km2,na/not appropriate for point data,forest: temperate,biology/ecology,NA,NA,NA,no,no,yes,0200,"temperature, precipitation, timber production/silviculture, forest ecology, dendrochronology"
am,seasonal climate variability and change in the pacific northwest of the united states,798,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),meteorology and climatology,NA,NA,good reference showing that climate change has warmed temperatures in pnw; attributable to anthropogenic influence.,no,yes,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, climate oscillations"
sh,seasonal hydrologic responses to climate change in the pacific northwest,799,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),hydrology,NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, snow, streamflow/stream forecasting, water quantity"
AM,Climate indices and mountain pine beetle-killing temperatures,8,impacts,pacific northwest,British Columbia,forest: temperate,meteorology and climatology,NA,NA,NA,no,no,no,"columbia, okanagan","temperature, precipitation, snow, species invasion, pests and disease, species range shifts, timber production/silviculture, forest ecology"
AM,Sensitivity of summer stream temperatures to climate variability in the Pacific Northwest,80,impacts,pacific northwest,"Washington, Oregon",freshwater: streams and rivers,hydrology,NA,NA,NA,no,no,yes,"0103, 0200, 0300, 0501, 0502, 0601, 0701, 0702, 0703, 0800, 0900","temperature, precipitation, streamflow/stream forecasting, water quality, water quantity"
pe,simulating columbia river flows with data from regional-scale climate models,800,impacts,40000 km2 - PNW,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),"meteorology and climatology, hydrology",NA,NA,NA,no,no,no,columbia,"temperature, precipitation, snow, glaciers, streamflow/stream forecasting, water quantity, community resilience, management, alternative energy"
am,"spatial, temporal and frequency based climate change assessment in columbia river basin using multi downscaled-scenarios",801,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),meteorology and climatology,NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation"
mf,strategic planning for instream flow restoration: a case study of potential climate change impacts in the central columbia river basin,802,adaptation,25000 - 40000 km2,na/not appropriate for point data,"grassland: temperate, forest: temperate","hydrology, policy or management",NA,NA,NA,yes,no,no,"0200, 0300","temperature, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, salmon/anadromous fish, policy, management, aquatic habitat, attitudes and beliefs"
cc,"watershed response to climate change and fire-burns in the upper umatilla river basin, usa",803,impacts,1500 - 2500 km2,"umatilla river basin; 45.836681, -119.051756","grassland: temperate, desert: semi-arid desert, forest: temperate, freshwater: streams and rivers",hydrology,NA,NA,NA,yes,no,no,0701,"temperature, precipitation, snow, streamflow/stream forecasting, groundwater, water quantity, wildfire"
CMC,Multiscale Relationships Between Alpine Treeline Elevation and Hypothesized Environmental Controls in the Western United States,81,impacts,western us,26 mountainous sites across the western US. Mostly in Natl Parks,"alpine/tundra, forest: temperate",biology/ecology,Good reference for a broad study of western US mountains,NA,Table 1 includes a list of GPS points for all major mountain ranges in the western US,no,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, snow, glaciers, species range shifts, forest ecology, management, timber production/silviculture, forest ecology"
pe,impacts of climate change on electric power supply in the western united states,810,impacts,western us,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),"policy or management, engineering",NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, streamflow/stream forecasting, water quantity, management, alternative energy"
am,quantifying the extent of and factors associated with the temporal variability of physical stream habitat in headwater streams in the interior columbia river basin,811,impacts,pacific northwest,this study includes a case study map with more than 5 study locations over large extent,freshwater: streams and rivers,"hydrology, biology/ecology",NA,NA,NA,no,no,yes,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002","temperature, precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, aquatic habitat, wildfire"
am,a two-stage information-theoretic approach to modeling landscape-level attributes and maximum recruitment of chinook salmon in the columbia river basin,814,impacts,40000 km2 - PNW,na/not appropriate for point data,freshwater: streams and rivers,biology/ecology,no study area map or description; difficult to discern locations but they seem to reference the crb scale.,NA,NA,no,no,no,"0800, 0900, 0701, 0702, 0703, 0200, 0300, 0601, 0602","temperature, precipitation, river geomorphology and restoration, water quantity, salmon/anadromous fish, timber production/silviculture, management, mathematics, mathematics"
am,"assessing climate-change risks to cultural and natural resources in the yakima river basin, washington, usa",815,impacts,1500 - 2500 km2,"satus creek; 46.2696969,-120.1757398",freshwater: streams and rivers,"hydrology, anthropology/sociology, biology/ecology",weird article; really an introduction to a journal special issue.,NA,NA,yes,no,no,0300,"streamflow/stream forecasting, water quantity, water quality, salmon/anadromous fish, aquatic habitat, community resilience, attitudes and beliefs, management"
AM,What is the importance of climate model bias when projecting the impacts of climate change on land surface processes?,82,impacts,pacific northwest,"Columbia River Basin, 44.2331787,-122.2112381",n/a (not biome specific or all biomes - see codebook),meteorology and climatology,"Spatial issue a little tough - it has an analysis that extends over the CRB, but also more detailed analysis at HJ Andrews. I coded for both.",NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, snow, streamflow/stream forecasting, groundwater, water quality, water quantity, forest ecology, agriculture, community resilience, attitudes and beliefs, soils, policy, carbon cycle"
am,"projected climate change impacts on forest land cover and land use over the willamette river basin, oregon, usa",828,impacts,25000 - 40000 km2,"willamette river: 44.8343852,-124.0572513",forest: temperate,biology/ecology,NA,NA,NA,yes,no,no,0900,"temperature, precipitation, species range shifts, temperature, precipitation, wildfire, timber production/silviculture, forest ecology, policy, management"
am,projections of 21st century climate of the columbia river basin,829,impacts,pacific northwest,na/not appropriate for point data,n/a (not biome specific or all biomes - see codebook),meteorology and climatology,NA,"good one to cite as a reference for projections of climate change in the crb - generally warmer temperatures (could give number and scenario),",NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, climate variability"
DH,Stochastic Method for Examining Vulnerability of Hydropower Generation and Reservoir Operations to Climate Change: Case Study of the Dworshak Reservoir in Idaho,83,impacts,1500 - 25000 km2,"46.5190971,-116.3028145",n/a (not biome specific or all biomes - see codebook),"meteorology and climatology, hydrology",NA,NA,NA,yes,no,no,0603,"temperature, precipitation, snow, streamflow/stream forecasting, water quality, water quantity, forest ecology, policy, management"
am,the effects of increased stream temperatures on juvenile steelhead growth in the yakima river basin based on projected climate change scenarios,833,impacts,1500 - 2500 km2,"yakima river; 46.5550926,-120.5148876",freshwater: streams and rivers,"biology/ecology, ecology",NA,NA,NA,yes,no,no,0300,"temperature, streamflow/stream forecasting, water quality, salmon/anadromous fish, aquatic habitat"
AM,"Exotic Plant Colonization and Occupancy Within Riparian Areas of the Interior Columbia River and Upper Missouri River Basins, USA",84,impacts,pacific northwest,Columbia River Basin,"grassland: temperate, forest: temperate, desert: semi-arid desert",biology/ecology,Climate change connection is pretty loose.,NA,NA,no,no,yes,"0101, 0102, 0103, 0200, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701","temperature, precipitation, streamflow/stream forecasting, species invasion, pests and disease, species range shifts, wildfire, timber production/silviculture, agriculture, soils, management"
DH,Changes in Snow Mass Balance in the Canadian Rocky Mountains Caused by CO2 Rise: Regional Atmosphere Model Results,85,impacts,western us,"Western United States, British Columbia",n/a (not biome specific or all biomes - see codebook),meteorology and climatology,NA,NA,NA,yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, snow, glaciers, streamflow/stream forecasting, water quality, water quantity, soils, management, carbon cycle"
MF,"An Overview of the Columbia Basin Climate Change Scenarios Project: Approach, Methods, and Summary of Key Results",86,impacts,40000 km2 - PNW,Columbia River Basin,n/a (not biome specific or all biomes - see codebook),meteorology and climatology,"I don't think the boreal forest biome is in the CRB. I had a hard time selecting a discipline so I added climate change, since it's a focused review about climate change",NA,"Results from the study show profound changes in spring snowpack and fundamental shifts from snow and mixed-rain-and-snow to rain-dominant behaviour across most of the domain. Associated shifts in streamflow timing from spring and summer to winter are also evident in basins with significant snow accumulation in winter (for the current climate). Potential evapotranspiration increases over most of the PNW in summer because of rising temperatures; however, actual evapotranspiration is reduced in all but a few areas of the domain because evapotranspiration is mostly water limited in summer, and summer precipitation decreases in the simulations. Simulated widespread increases in soil moisture recharge in fall and winter in areas with significant snow accumulation in winter (for the current climate) support hypotheses of increased landslide risk and sediment transport in winter in the future. Simulations of floods and extreme low flows increase in intensity for most of the river sites included in the study. The largest increases in flooding are in mixed-rain-and-snow basins whose current mid-winter temperatures are within a few degrees of freezing.",yes,no,no,"0101, 0102, 0103, 0200, 0300, 0401, 0402, 0501, 0502, 0601, 0602, 0603, 0701, 0702, 0703, 0800, 0900, 1002, kooteney, okanagan, columbia","temperature, precipitation, snow, streamflow/stream forecasting, river geomorphology and restoration, groundwater, water quantity"
