Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation? If the answer is ""None of these,"" leave the rest of the answers blank.","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,"Select at least one option every time. Which HUC 6 watershed(s) did the study take place? IF it includes a whole state select the state, IF it includes ALL of the watersheds within the CRB select the appropriate box (US. vs. Canada vs. both). IF it is all of one state and part of another, select the whole state and then select the individual HUC6s from the other state. See codebook.","Enter place name and GPS points if they are easily identifiable (e.g., study includes point data). Separate multiple points with a semi-colon. See codebook for format details. Example: Wallowa Mountains; 45.180 , -117.480; Yellowstone National Park; 44.584418,-111.0758737",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
5/10/2018 16:01:51,PE,Whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the Greater Yellowstone Ecosystem.,716,Impacts,No,Yes,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"44.5844181,-111.0758639",NA,Ecology,"Temperature, Pests and disease, Entomology, Forest Ecology, Management, Ecological resilliency",NA,NA,NA,No
7/4/2018 16:52:00,CC,Selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak.,717,Impacts,No,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB Canada,NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Pests and disease",just another canadian MPB study,NA,NA,No
5/5/2018 17:31:47,PE,Selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak.,717,Impacts,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","Kooteney (Canada), Columbia (Canada), Okanagan (Canada)",NA/Not appropriate for point data,NA,Biology,"Pests and disease, Entomology, Forest Ecology, Management, Mathematics",NA,NA,NA,No
6/7/2018 17:35:59,SH,"Fuel treatment impacts on estimated wildfire carbon loss from forests in Montana, Oregon, California, and Arizona.",718,Mitigation,No,No,Forest: temperate,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)","All Oregon, All Montana",NA/Not appropriate for point data,NA,Forestry,"Temperature, Precipitation, Wildfire, Carbon Cycle",NA,NA,NA,Yes
5/28/2018 14:19:06,PE,"Fuel treatment impacts on estimated wildfire carbon loss from forests in Montana, Oregon, California, and Arizona.",718,Mitigation,No,No,Forest: temperate,Western US and/or Western US plus Canada,"0103 - Spokane, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0603 - Clearwater (Includes Bitterroot Mt.s), 0900 - Willamette (HJ Andrews Experimental Forest)","45.3332269,-117.0100226; 42.097004, -123.154678; 47.5832793,-115.5930808",NA,Ecology,"Wildfire, Timber production/Silviculture, Forest Ecology, Management, Carbon Emissions, Carbon Cycle",NA,NA,NA,Yes
5/2/2018 11:55:39,AM,Gradient-based habitat affinities predict species vulnerability to drought.,719,Impacts,No,No,Grassland: temperate,"100 km2 - 1,500 km2",0402 - Upper Snake,"43.7809425,-110.8185582",NA,Ecology,"Temperature, Precipitation, Species range shifts, Entomology, Wetlands/meadows",No site map,NA,NA,Yes
4/28/2018 15:25:11,PE,Gradient-based habitat affinities predict species vulnerability to drought.,719,Impacts,Yes,No,Grassland: temperate,Point or plot scale,0401 - Snake headwaters (Yellowstone NP and Tetons NP),"Yellowstone National Park; 44.584418,-111.0758737",NA,Ecology,"Temperature, Species range shifts, Entomology",NA,NA,NA,Yes
5/15/2018 15:53:19,MF,Multitemporal snow cover mapping in mountainous terrain for Landsat climate data record development.,720,Impacts,No,Yes,"Alpine/tundra, Forest: temperate","100 km2 - 1,500 km2","0402 - Upper Snake, 0602 - Salmon (includes Bitterroot Mt.s)",NA/Not appropriate for point data,NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, Water quantity, Mathematics",NA,NA,NA,No
5/14/2018 21:10:46,PE,Multitemporal snow cover mapping in mountainous terrain for Landsat climate data record development.,720,Impacts,No,Yes,Alpine/tundra,"100 km2 - 1,500 km2",0602 - Salmon (includes Bitterroot Mt.s),NA,NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, Water quantity, Mathematics",NA,NA,NA,No
6/7/2018 17:30:44,MF,Imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage.,721,Impacts,No,No,Forest: temperate,Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Forestry,"Timber production/Silviculture, Soils, Carbon Cycle",NA,NA,NA,No
5/10/2018 19:51:50,PE,Imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage.,721,Mitigation,No,No,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,NA,NA/Not appropriate for point data,NA,Forestry,"Forest Ecology, Soils, Management, Carbon Emissions, Carbon Cycle",NA,NA,NA,No
7/4/2018 16:54:52,CC,Why land planners and water managers don't talk to one another and why they should!,722,Not mountainous,NA,NA,NA,NA,NA,NA,NA,NA,NA,Interesting social science study but it is about coordinating management in cities. Nothing mountainous about it.,NA,NA,NA
5/5/2018 17:43:43,PE,Why land planners and water managers don't talk to one another and why they should!,722,Adaptation,No,No,N/A (not biome specific or all biomes - see codebook),"100 km2 - 1,500 km2",0900 - Willamette (HJ Andrews Experimental Forest),"45.5435634,-122.7945048",NA,Policy or management,"Water quantity, Community resilience (human), Attitudes and Beliefs, Policy, Management",NA,NA,NA,No
7/12/2018 15:34:30,AM,why land planners and water managers don't talk to one another and why they should!,722,Adaptation,No,No,N/A (not biome specific or all biomes - see codebook),Point or plot scale,0800 - Lower Columbia (Southeast Mount Rainier),"Portland, OR; 45.5423657,-122.9345683",NA,Policy or management,"Water quality, Water quantity, Community resilience (human), Attitudes and Beliefs, Management, Land use",NA,NA,NA,Yes
6/7/2018 17:42:18,SH,Landscape-scale eco-evolutionary dynamics: selection by seed predators and fire determine a major reproductive strategy.,723,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/28/2018 14:37:30,PE,Landscape-scale eco-evolutionary dynamics: selection by seed predators and fire determine a major reproductive strategy.,723,Impacts,No,Yes,Forest: temperate,"100 km2 - 1,500 km2",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"44.5854031,-111.0744947",NA,Ecology,"Precipitation, Pests and disease, Wildfire, Forest Ecology, Management",NA,NA,NA,Yes
5/2/2018 11:56:57,AM,Mountain pine beetles colonizing historical and naive host trees are associated with a bacterial community highly enriched in genes contributing to terpene metabolism.,724,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,"They mention that climate change makes beetle outbreaks more likely, but not really what this paper is about.",NA,NA,NA
4/28/2018 15:37:54,PE,Mountain pine beetles colonizing historical and naive host trees are associated with a bacterial community highly enriched in genes contributing to terpene metabolism.,724,Impacts,No,No,Forest: temperate,Point or plot scale,Columbia (Canada),"55.3067723,-127.6186763; 53.3072052,-120.200379",NA,Biology,"Pests and disease, Entomology, Forest Ecology, microbiology",NA,NA,NA,Yes
5/15/2018 15:54:30,MF,Hydrothermal assessment of temporal variability in seedbed microclimate.,725,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/14/2018 21:48:10,PE,Hydrothermal assessment of temporal variability in seedbed microclimate.,725,Impacts,No,Yes,Grassland: temperate,Point or plot scale,"0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)","43.6301158,-116.3864263",NA,Ecology,"Temperature, Precipitation, Water quantity, Soils, Management",NA,NA,NA,Yes
7/12/2018 15:39:19,AM,hydrothermal assessment of temporal variability in seedbed microclimate.,725,Impacts,No,No,Grassland: temperate,Point or plot scale,"0501 - Middle Snake - Boise (Reynolds Cr. Exp. WS., Dry Cr. Exp. WS.)",NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Species Invasion, Soils, Management",NA,NA,NA,Yes
6/7/2018 17:33:49,MF,"Climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern Cascade Range, USA.",726,Impacts,No,Yes,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0200 - Upper Columbia,NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Wildfire, Timber production/Silviculture, Forest Ecology, Management",NA,NA,NA,No
5/10/2018 21:22:29,PE,"Climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern Cascade Range, USA",726,Impacts,No,Yes,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)","0103 - Spokane, 0200 - Upper Columbia, 0300 - Yakima, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0900 - Willamette (HJ Andrews Experimental Forest)",NA,NA,Ecology,"Temperature, Precipitation, Wildfire, Forest Ecology, Management",NA,NA,NA,No
7/5/2018 8:37:05,CC,Strong selection genome-wide enhances fitness trade-offs across environments and episodes of selection.,727,Not about climate change,No,No,"Alpine/tundra, Grassland: temperate, Forest: temperate","1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s),"Ravalli County; 46.168931, -114.371070",NA,Ecology,"Temperature, Precipitation, Species range shifts",Could be applied to climate change examination but this study is not about CC,NA,NA,Yes
5/5/2018 18:03:25,PE,Strong selection genome-wide enhances fitness trade-offs across environments and episodes of selection.,727,Adaptation,No,No,Grassland: temperate,Point or plot scale,0102 - Pend Oreille (Glacier NP; Priest River Experimental Forest; Bitterroot Mt.s),"45.6938229,-113.9568876",NA,Biology,"Species range shifts, Management",NA,NA,NA,Yes
6/7/2018 17:45:12,SH,Exposure of U.S. National Parks to land use and climate change 1900-2100.,728,Not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/28/2018 14:52:51,PE,Exposure of U.S. National Parks to land use and climate change 1900-2100.,728,Adaptation,Yes,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,All in CRB U.S. (if this is selected then do NOT select the states as well),NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Species Invasion, Pests and disease, Community resilience (human), Management, land use",NA,NA,NA,No
5/2/2018 12:03:59,AM,Lilies at the limit: variation in plant-pollinator interactions across an elevational range.,729,Impacts,No,No,Alpine/tundra,Point or plot scale,0800 - Lower Columbia (Southeast Mount Rainier),"Mount Rainier; 46.8600211,-121.8553511",NA,"Biology, Ecology","Species range shifts, Plant ecology; pollinator interactions",No site map.,NA,NA,Yes
4/28/2018 15:39:26,PE,Lilies at the limit: variation in plant-pollinator interactions across an elevational range.,729,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/12/2018 16:55:09,sh,lilies at the limit: variation in plant-pollinator interactions across an elevational range.,729,Impacts,No,No,Alpine/tundra,Point or plot scale,0800 - Lower Columbia (Southeast Mount Rainier),"46.8529  ° N, 121.7604 ° W",NA,Ecology,plants,NA,NA,NA,Yes
7/9/2018 11:22:24,AM,Climate change in Yellowstone National Park: is the drought-related risk of wildfires increasing?,730,Impacts,Yes,Yes,"Grassland: temperate, Forest: temperate","1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"Yellowstone national park; 44.584418,-111.0758737",NA,Ecology,"Temperature, Precipitation, Wildfire",NA,NA,NA,No
6/19/2018 17:17:40,PE,Climate change in Yellowstone National Park: is the drought-related risk of wildfires increasing?,730,Not able to access paper,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/12/2018 16:57:54,sh,climate change in yellowstone national park: is the drought-related risk of wildfires increasing?,730,Impacts,Yes,Yes,Forest: temperate,"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),NA/Not appropriate for point data,NA,"Meteorology and Climatology, Forestry","Wildfire, Forest Ecology, Carbon Emissions, Carbon Cycle",NA,NA,NA,No
6/7/2018 17:36:37,MF,"Invasion of subalpine meadows by lodgepole pine in Yellowstone National Park, Wyoming, USA.",731,Not in the CRB,No,Yes,"Grassland: temperate, Forest: temperate","1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"Yellowstone national park; 44.584418,-111.0758737",NA,"Forestry, Ecology","Temperature, Precipitation, Species range shifts, Forest Ecology",NA,NA,NA,Yes
5/10/2018 21:33:57,PE,"Invasion of subalpine meadows by lodgepole pine in Yellowstone National Park, Wyoming, USA",731,Impacts,No,Yes,"Grassland: temperate, Forest: temperate",Point or plot scale,0401 - Snake headwaters (Yellowstone NP and Tetons NP),"44.5459471,-111.0857084",NA,Forestry,"Temperature, Precipitation, Species Invasion, Wildfire, Forest Ecology, Soils",NA,NA,NA,Yes
7/5/2018 8:21:28,CC,"Changes in glacier and alpine runoff in the North Cascade Range, Washington, USA 1985-1993.",732,Impacts,No,Yes,Alpine/tundra,"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)",0200 - Upper Columbia,"North Cascades NP; 48.435054, -120.991642",NA,Meteorology and Climatology,"Temperature, Precipitation, Snow, Glaciers",Mostly out of Basin since it is north cascades,NA,NA,No
5/5/2018 18:12:31,PE,"Changes in glacier and alpine runoff in the North Cascade Range, Washington, USA 1985-1993.",732,Impacts,No,No,Freshwater: streams and rivers,"100 km2 - 1,500 km2",0200 - Upper Columbia,NA,NA,Hydrology,"Temperature, Precipitation, Snow, Glaciers, Streamflow/stream forecasting, Water quantity, Management",NA,NA,NA,No
6/7/2018 17:54:27,SH,Future climate in the Yellowstone National Park region and its potential impact on vegetation.,733,Impacts,Yes,No,N/A (not biome specific or all biomes - see codebook),"1,500 km2 - 25,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),NA/Not appropriate for point data,NA,Ecology,"Temperature, Precipitation, Forest Ecology, vegetation",NA,NA,NA,No
5/28/2018 15:06:23,PE,Future climate in the Yellowstone National Park region and its potential impact on vegetation.,733,Impacts,Yes,No,Forest: temperate,"100 km2 - 1,500 km2",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"44.5854031,-111.0744947",NA,Geography,"Temperature, Precipitation, Water quantity, Species Invasion, Species range shifts, Wildfire, Forest Ecology, Management",NA,NA,NA,No
6/10/2018 15:55:32,PE,Demography of the Yellowstone grizzly bears.,734,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Only one mention of CC and it is in ref to tree species, while the paper is about bears--- it's very indirect and not a focus of the paper",NA,NA,NA
4/9/2018 9:19:37,AM,Demography of the Yellowstone grizzly bears.,734,Impacts,No,No,"Grassland: temperate, Forest: temperate","Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2, SEVERAL STATES)",0401 - Snake headwaters (Yellowstone NP and Tetons NP),"44.584418,-111.0758737",NA,Ecology,"Terrestrial wildlife, Pests and disease, Range Shifts, Forest Ecology, Management",NA,NA,NA,No
5/11/2018 11:23:21,MF,Model analysis of mountain pine beetle (Coleoptera: Scolytidae) seasonality.,735,Impacts,Yes,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",0402 - Upper Snake,"Sawtooth National Recreation Area; 44.1274464,-122.8263493",NA,"Forestry, Ecology","Temperature, Pests and disease, Forest Ecology",NA,NA,NA,No
4/9/2018 9:23:32,AM,Model analysis of mountain pine beetle (Coleoptera: Scolytidae) seasonality.,735,Impacts,Yes,No,Forest: temperate,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",All basins in the Rocky Mountains (including Canada),NA/Not appropriate for point data,NA,"Biology, Ecology","Temperature, Pests and disease, Forest Ecology",NA,NA,NA,No
6/8/2018 13:33:10,MF,"Long-term soil temperature database, Reynolds Creek Experimental Watershed, Idaho, United States.",736,Not about climate change,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/9/2018 9:26:34,AM,"Long-term soil temperature database, Reynolds Creek Experimental Watershed, Idaho, United States.",736,Not about climate change,No,No,Grassland: temperate,"100 km2 - 10,000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2, COUNTY)",0501 - Middle Snake - Boise (Mica Creek Exp. For.),NA,NA,Hydrology,"Temperature, Snow, Soils",I don't think it should be included in the corpus; coded it anyway just in case.,NA,NA,No
5/15/2018 20:58:54,CC,Physiology on a landscape scale: plant-animal interactions.,737,Impacts,Yes,Yes,N/A (not biome specific or all biomes - see codebook),Western US and/or Western US plus Canada,0401 - Snake headwaters (Yellowstone NP and Tetons NP),This study includes a case study map with more than 5 study locations over large extent,NA,Biology,"Temperature, Precipitation, Terrestrial wildlife, Species range shifts, Forest Ecology","A series of case studies, elk in Yellowstone are one part of the study. Confusing paper to me.",NA,NA,NA
