Timestamp,Your Name,Title of paper: please copy-paste from the spreadsheet.,"Paper ID: in column ""final_id""","Is this paper in the Columbia River Basin, and does it most address climate change impacts, adaptation, or mitigation? If the answer is ""None of these"", leave the rest of the answers blank.","If this paper addresses impacts then select the type of impact. If not, skip the question.","What is the spatial resolution of data in this paper? (i.e., minimum unit of observation)",What is the spatial extent of data in this paper? ,"Where was the study conducted? Please copy-paste coordinates of your best approximation of the study location in google maps. If you click something besides ""other"", then no need to fill out HUCs.",In what biome(s) is this research conducted? ,"If the paper has a smaller spatial extent than the Pacific Northwest, what HUC 6 watersheds was the study in? (Select watershed if in Canada; leave out the starting ""17"").",What type of data was used in this study?,What discipline(s) does this study address? (Check multiple boxes for interdisciplinary).,What topics does this study address? ,List concerns or uncertainty when coding this paper. ,Copy and paste or summarize content related to our research questions. ,Copy and paste or summarize content related to research in mountainous environments. 
2/21/2018 11:26:35,AM,"Atmospheric, climatic, and ecological controls on extreme wildfire years in the northwestern United States",259,Impacts,Climate change implications,Not clear,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","Oregon, Idaho, Wyoming",Forest: temperate,,Gridded or polygons,Ecology,"Temperature, Precipitation, Wildfire, Timber production/Silviculture, Forest Ecology, Management, Drought, PDO, Climate variability, ",,,
1/26/2018 9:01:13,PE,"Atmospheric, climatic, and ecological controls on extreme wildfire years in the northwestern United States",259,Impacts,Climate change implications,>10km2 - 100km2 (smaller than HUC 12),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,,,Gridded or polygons,Ecology,"Temperature, Precipitation, Wildfire, Management",,,
1/27/2018 17:02:27,MF,Post-fire aspen seedling recruitment across the Yellowstone (USA) Landscape,260,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),,Forest: temperate,0401 - Snake headwaters,Point data collected specifically for this study,Ecology,"Range Shifts, Wildfire, Timber production/Silviculture, Forest Ecology",,,
1/25/2018 16:27:54,PE,Post-fire aspen seedling recruitment across the Yellowstone (USA) Landscape,260,Impacts,Observed impacts,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"44.4279675,-110.597209",,0401 - Snake headwaters,Point data collected specifically for this study,Ecology,"Range Shifts, Wildfire, Forest Ecology, Management",Subalpine environment studied but not listed as an option,,
2/19/2018 8:29:32,CMC,"Postglacial midge community change and Holocene palaeotemperature reconstructions near treeline, southern British Columbia (Canada)",261,None of these or not in the CRB,,,,,,,,,,paleo,,
2/23/2018 15:12:28,AM,"Postglacial paleoecology and inferred paleoclimate in the Engelmann spruce-subalpine fir forest of south-central British Columbia, Canada",262,None of these or not in the CRB,,,,,,,,,,paleo,,
1/26/2018 14:21:58,PE,"Postglacial paleoecology and inferred paleoclimate in the Engelmann spruce-subalpine fir forest of south-central British Columbia, Canada",262,Paleo climate,,,,,,,,,,"Paleo climate, shouldn't be in our final corpus",,
1/7/2018 14:21:29,MF,Reconstruction of the surface warming history of western interior Canada from borehole temperature profiles and other climate information,263,None of these or not in the CRB,,,,,,,,,,No data were collected in the CRB,,
2/3/2018 15:11:10,PE,Reconstruction of the surface warming history of western interior Canada from borehole temperature profiles and other climate information,263,Impacts,Climate change implications,Point or plot scale,Western Canadian Region,"52.190373,-117.2885205","Alpine/tundra, Grassland: temperate, Forest: boreal (N of 50 degrees)",Columbia (Canada),Point data collected specifically for this study,Meteorology and Climatology,"Temperature, Dendrochronology, Climate proxy data",,,
1/29/2018 14:20:06,AM,The effect of climate change on floods in British Columbia,264,Couldn't get full text,,,,,,,,,,No full text,,
2/19/2018 9:50:10,CMC,"Effects of environment and grazing disturbance on tree establishment in meadows of the central Cascade Range, Oregon, USA
",265,Impacts,Projected impacts,Point or plot scale,500 km2 - 1500 km2 (HUC 10 is 587 km2),"44.082835, -121.951025","Grassland: temperate, Forest: temperate",0900 - Willamette,"Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Ecology,"Temperature, Precipitation, Snow, Water quantity, Species Invasion, Range Shifts, Forest Ecology, Soils","The Three Sisters Wilderness Area/Biosphere Reserve. In this study, we reconstruct the temporal and spatial patterns of tree invasion at 17 sites in the Three Sisters Wilderness Area/Biosphere Reserve (central Cascade Range, Oregon, USA) – sites that span broad gradients in physical environment (montane to subalpine zones, hydric to xeric soils), vegetation (graminoid-, herb-, and shrub-dominated meadows), and disturbance (minimal to intensive grazing by sheep",,"Meadows are conspicuous and dynamic features of the forested mountain landscapes of the western United States. In the mountains of the Pacific Northwest, meadows occupy various elevations and topographic positions: montane ridge-tops, south-facing hill-slopes, basins, valleys and other poorly drained topography, and the vast parkland of the subalpine zone (Franklin & Dyrness 1988)."
1/7/2018 14:46:10,MF,"Effects of environment and grazing disturbance on tree establishment in meadows of the central Cascade Range, Oregon, USA",265,Impacts,"Observed impacts, Climate change implications",Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"48.7333217,-120.8079693","Alpine tundra, Grassland: temperate, Forest: temperate",0900 - Willamette,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study, personal communication, ",Forestry,"Range Shifts, Forest Ecology, Dendrochronology, terrestrial habitat",,,
1/24/2018 11:45:58,PE,EFFECT OF CLIMATE CHANGE ON HYDROLOGIC REGIME OF TWO CLIMATICALLY DIFFERENT WATERSHEDS,266,Impacts,,>1km2 - 10km2 (city of Moscow is 2.6 km2),1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"51.0089161,-118.26497",,Columbia (Canada),Gridded or polygons,Hydrology,"Temperature, Precipitation, Snow, Glaciers, Streamflow/stream forecasting",,,
2/23/2018 15:39:35,AM,Thermal limits to salmonid distributions in the rocky mountain region and potential habitat loss due to global warming: A geographic information system (GIS) approach,267,Impacts,Projected impacts,Not clear,Western US and/or Western US plus Canada,"Idaho, Wyoming, Montana, Rocky Mountains",Freshwater: streams and rivers,,Gridded or polygons,"Ecology, Geography","Temperature, Water quality, Non-anadromous fish, Aquatic habitat",,,
1/26/2018 13:18:40,PE,Thermal limits to salmonid distributions in the rocky mountain region and potential habitat loss due to global warming: A geographic information system (GIS) approach,267,Impacts,Projected impacts,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Western United States,,,Gridded or polygons,Biology,"Temperature, Streamflow/stream forecasting, River geomorphology and restoration, Salmon, Aquatic habitat, Range Shifts",,,
1/27/2018 17:12:35,MF,The cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century,268,Impacts,Climate change implications,1-900 m2 (1-30m; Landsat size or smaller),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",,Freshwater: streams and rivers,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0200 - Upper Columbia, 0300 - Yakima, 0401 - Snake headwaters, 0402 - Upper Snake, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes",Gridded or polygons,Ecology,"Temperature, Salmon, Non-anadromous fish, Aquatic habitat, Range Shifts",,,
1/25/2018 16:34:36,PE,The cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century,268,Impacts,Projected impacts,>1km2 - 10km2 (city of Moscow is 2.6 km2),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,,,Gridded or polygons,Biology,"Temperature, Streamflow/stream forecasting, Salmon, Aquatic habitat, Range Shifts, Management",,,
2/19/2018 9:57:35,CMC,Representative regional models of post-disturbance forest carbon accumulation: Integrating inventory data and a growth and yield model,269,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Idaho, Montana",Forest: temperate,,Points in an observation network (e.g. SNOTEL),Forestry,"Temperature, Precipitation, Species Invasion, Pests and disease, Range Shifts, Wildfire, Timber production/Silviculture, Forest Ecology, Carbon Stocks",,"pest invasion, wildfire, disease, harvest effect C stores",
1/23/2018 16:58:45,PE,Representative regional models of post-disturbance forest carbon accumulation: Integrating inventory data and a growth and yield model,269,Impacts,Climate change implications,>10km2 - 100km2 (smaller than HUC 12),Western US and/or Western US plus Canada,Idaho,Forest: temperate,,Gridded or polygons,Forestry,"Pests and disease, Wildfire, Management",,,
2/23/2018 15:49:32,AM,Pyrogenic carbon controls across a soil catena in the Pacific Northwest,270,Mitigation,,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","44.51444, -122.256111","Grassland: temperate, Forest: temperate","0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0900 - Willamette","Gridded or polygons, Point data collected specifically for this study","Geology, Pedology","Wildfire, Soils, Carbon cycling",Could almost say this isn't a climate change paper...,,
1/26/2018 14:37:08,PE,Pyrogenic carbon controls across a soil catena in the Pacific Northwest,270,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","44.3567917,-122.2902182",,"0702 - John Day, 0703 - Deschutes, 0900 - Willamette",Point data collected specifically for this study,Forestry,"Temperature, Precipitation, Wildfire, Soils",,,
1/20/2018 9:25:04,AM,"Climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern Cascade Range, USA",271,Impacts,Climate change implications,>10km2 - 100km2 (smaller than HUC 12),"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","48.419398,-120.8737337",Forest: temperate,0200 - Upper Columbia,Gridded or polygons,"Forestry, Ecology","Temperature, Precipitation, Wildfire",,,
1/11/2018 12:36:03,PE,"Climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern Cascade Range, USA",271,Impacts,,>1km2 - 10km2 (city of Moscow is 2.6 km2),1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"48.7169482,-121.4258946",Forest: temperate,0200 - Upper Columbia,Gridded,Ecology,"Temperature, Precipitation, Wildfire, Forest Ecology",,,
1/30/2018 16:12:53,DH,Role of extreme snowfall events in interannual variability of snowfall accumulation in the western United States,272,Impacts,Projected impacts,Point or plot scale,Western US and/or Western US plus Canada,Western United States,"Alpine/tundra, Grassland: temperate, Forest: temperate, Desert: semi-arid desert, Freshwater: ponds and lakes, Freshwater: wetlands, Freshwater: streams and rivers",,Points in an observation network (e.g. SNOTEL),Meteorology and Climatology,"Temperature, Precipitation, Snow, Water quantity, Management",,,
1/24/2018 11:52:59,PE,Role of extreme snowfall events in interannual variability of snowfall accumulation in the western United States,272,Impacts,Observed impacts,,Western US and/or Western US plus Canada,Western United States,,,,Meteorology and Climatology,"Temperature, Precipitation, Snow",,,
2/23/2018 15:54:36,AM,"Climate, weather, and recent mountain pine beetle outbreaks in the western United States",274,Impacts,"Observed impacts, Climate change implications",900m2 - 1km2,Western US and/or Western US plus Canada,Western United States,Forest: temperate,,Gridded or polygons,"Forestry, Ecology","Temperature, Precipitation, Pests and disease, Timber production/Silviculture, Forest Ecology",,,
1/26/2018 13:25:17,PE,"Climate, weather, and recent mountain pine beetle outbreaks in the western United States",274,Impacts,Observed impacts,900m2 - 1km2,Western US and/or Western US plus Canada,Western United States,,,Gridded or polygons,Forestry,"Temperature, Precipitation, Pests and disease, Forest Ecology, Management",,,
1/27/2018 17:24:25,MF,Climate change and stream temperature projections in the Columbia River basin: habitat implications of spatial variation in hydrologic drivers,275,Impacts,"Projected impacts, Climate change implications",Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",,Freshwater: streams and rivers,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0200 - Upper Columbia, 0300 - Yakima, 0401 - Snake headwaters, 0402 - Upper Snake, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes","Gridded or polygons, Point data collected specifically for this study","Meteorology and Climatology, Hydrology","Temperature, Precipitation, Snow, Streamflow/stream forecasting, Modeling",,,
1/25/2018 16:49:11,PE,Climate change and stream temperature projections in the Columbia River basin: habitat implications of spatial variation in hydrologic drivers,275,Impacts,Projected impacts,100 km2 - 500 km2 (HUC 12 is 100 km2),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,,,Points in an observation network (e.g. SNOTEL),Hydrology,"Temperature, Streamflow/stream forecasting, Aquatic habitat",,,
2/19/2018 10:05:43,CMC,Assessing possible shifts in wildfire regimes under a changing climate in mountainous landscapes,276,Mitigation,,,Point or plot scale,British Columbia,Forest: temperate,,"Gridded or polygons, Points in an observation network (e.g. SNOTEL), Point data NOT collected specifically for this study",Geography,"Temperature, Precipitation, Range Shifts, Wildfire, Drought",Canadian National Fire Database,Could provide a helpful way of thinking about space in Canada. --no consensus about drought and wildfire relationships in a warmer world. ,
