Timestamp,name,title,paper_id,"Is this paper in the Columbia River Basin, and does it primarily address climate change impacts, adaptation, or mitigation?","Does this study make a quantitative estimate of climate change impacts on natural or human systems in the future? (equivalent to ""projected impacts"").","Does this study identify an environmental change or trend and discuss its attribution to  climate change? (equivalent to ""observed impacts."" This requires multiple decades of data.)",In what biome(s) is this research conducted?,What is the spatial extent (size of study area) of data in this paper?,Select at least one option every time. Which HUC 6 watershed(s) did the study take place?,"Enter place name and GPS points if they are easily identifiable (e.g., study includes point data).",What discipline(s) does this study address?,What topic(s) does this study address?,List concerns or uncertainty when coding this paper.,Copy and paste or summarize content related to our research questions.,Copy and paste or summarize content related to research in mountainous environments.,Was new data collected for this study?
4/16/2018 7:51:17,am,recent changes in glacier area and volume within the southern canadian cordillera.,742,impacts,no,yes,alpine/tundra,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","kooteney (canada), columbia (canada)","this study includes a case study map with more than 5 study locations over large extent, rocky and columbia mountains canada;",Glaciology,"temperature, precipitation, snow, glaciers",NA,NA,NA,no
5/15/2018 21:05:51,cc,recent changes in glacier area and volume within the southern canadian cordillera.,742,impacts,no,yes,alpine/tundra,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","kooteney (canada), columbia (canada)","this study includes a case study map with more than 5 study locations over large extent, rocky and columbia mountains canada;",Glaciology,"temperature, precipitation, snow, glaciers",glacial mass balance study in canadian mountains. a lot of focus on coast range,NA,NA,no
5/15/2018 14:00:43,mf,declining summer flows of rocky mountain rivers: changing seasonal hydrology and probable impacts on floodplain forests.,746,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), kooteney (canada)",this study includes a case study map with more than 5 study locations over large extent,"hydrology, ecology","temperature, precipitation, snow, streamflow/stream forecasting, timber production/silviculture, aquatic habitat, forest ecology",NA,NA,NA,no
6/11/2018 13:48:39,sh,declining summer flows of rocky mountain rivers: changing seasonal hydrology and probable impacts on floodplain forests.,746,impacts,yes,yes,n/a (not biome specific or all biomes - see codebook),"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), kooteney (canada)",this study includes a case study map with more than 5 study locations over large extent,"hydrology, ecology","temperature, precipitation, snow, streamflow/stream forecasting, timber production/silviculture, aquatic habitat, forest ecology",NA,NA,NA,no
4/16/2018 8:18:43,am,"postfire changes in forest carbon storage over a 300-year chronosequence of <i xmlns=""http://www.w3.org/1999/xhtml"">pinus contorta</i>-dominated forests.",749,mitigation,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake","44.2489581,-110.6561608",ecology,"pests and disease, wildfire, forest ecology, carbon emissions",NA,NA,"""climate-change-induced increases in fire will almost certainly lower ecosystem c""",yes
5/8/2018 19:42:51,sh,"postfire changes in forest carbon storage over a 300-year chronosequence of <i xmlns=""http://www.w3.org/1999/xhtml"">pinus contorta</i>-dominated forests.",749,mitigation,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake","44.2489581,-110.6561608",ecology,"pests and disease, wildfire, forest ecology, carbon emissions",i don't know if this is really about climate change,NA,NA,yes
4/16/2018 8:44:29,am,"rural nevada and climate change: vulnerability, beliefs, and risk perception.",752,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","elko county nevada; 41.6718461,-115.5212878",anthropology/sociology,"temperature, precipitation, water quantity, community resilience (human), attitudes and beliefs, policy",covers state of nevada - barely in crb.,NA,NA,yes
5/11/2018 11:38:35,mf,"rural nevada and climate change: vulnerability, beliefs, and risk perception.",752,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","elko county nevada; 41.6718461,-115.5212878",anthropology/sociology,"temperature, precipitation, water quantity, community resilience (human), attitudes and beliefs, policy",NA,NA,NA,yes
5/8/2018 17:19:27,am,"climate change perception, observation and policy support in rural nevada: a comparative analysis of native americans, non-native ranchers and farmers and mainstream america.",753,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","duck valley reservation; 42.0058054,-116.3855442","anthropology/sociology, policy or management","temperature, precipitation, agriculture, community resilience (human), attitudes and beliefs, policy, recreation, drought, economic impacts of climate change",NA,NA,NA,yes
6/8/2018 13:56:26,mf,"climate change perception, observation and policy support in rural nevada: a comparative analysis of native americans, non-native ranchers and farmers and mainstream america.",753,adaptation,no,no,n/a (not biome specific or all biomes - see codebook),"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","duck valley reservation; 42.0058054,-116.3855442","anthropology/sociology, policy or management","temperature, precipitation, agriculture, community resilience (human), attitudes and beliefs, policy, recreation, drought, economic impacts of climate change",NA,NA,NA,yes
4/16/2018 9:14:27,am,spatial variability in tree regeneration after wildfire delays and dampens future bark beetle outbreaks.,754,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone; 44.2489581,-110.7874817",ecology,"temperature, pests and disease, wildfire, forest ecology",NA,NA,NA,no
5/15/2018 21:27:44,cc,spatial variability in tree regeneration after wildfire delays and dampens future bark beetle outbreaks.,754,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),"yellowstone; 44.2489581,-110.7874817",ecology,"temperature, pests and disease, wildfire, forest ecology",NA,NA,NA,no
2018-07-12T17:00:12Z,sh,"disturbance, equilibrium, and environmental variability: what is 'natural' vegetation in a changing environment?",756,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0402 - upper snake,na/not appropriate for point data,ecology,"climate oscilations (enso, pdo), species invasion, species range shifts, wildfire, forest ecology, attitudes and beliefs, management",NA,NA,NA,no
4/16/2018 9:21:27,am,"disturbance, equilibrium, and environmental variability: what is 'natural' vegetation in a changing environment?",756,impacts,no,no,forest: temperate,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0402 - upper snake,na/not appropriate for point data,ecology,"climate oscilations (enso, pdo), species invasion, species range shifts, wildfire, forest ecology, attitudes and beliefs, management",barely seems relevant...,NA,NA,no
5/8/2018 17:14:04,am,sensitivity of juvenile salmonid growth to future climate trends,759,impacts,yes,no,freshwater: streams and rivers,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0601 - lower snake, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0900 - willamette (hj andrews experimental forest)","santiam river; 44.7671863,-122.977494; north fork clearwater; 46.7263021,-115.2680068; salmon river; 45.7436591,-116.3350538; snake river; 46.0037281,-116.9276288","biology, ecology","temperature, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat",had to estimate locations from site map.,NA,NA,no
5/15/2018 21:34:18,cc,sensitivity of juvenile salmonid growth to future climate trends,759,impacts,yes,no,freshwater: streams and rivers,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0601 - lower snake, 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s), 0900 - willamette (hj andrews experimental forest)","santiam river; 44.7671863,-122.977494; north fork clearwater; 46.7263021,-115.2680068; salmon river; 45.7436591,-116.3350538; snake river; 46.0037281,-116.9276288","biology, ecology","temperature, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat",not sure the best way to add gps points for 4 different rivers,"while this model-based study suggests that climate
change affects juvenile fish growth in predictable manners in
freshwater, it also provides a basis for considering the
impacts of climate on other life-history stages",NA,no
5/8/2018 19:56:54,sh,human and climate impacts on columbia river hydrology and salmonids,760,impacts,no,yes,freshwater: streams and rivers,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,hydrology,"precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, salmon/anadromous fish, policy, management",NA,NA,NA,no
7/9/2018 11:25:03,am,human and climate impacts on columbia river hydrology and salmonids,760,impacts,no,yes,freshwater: streams and rivers,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)","all crb, both us and canada (if this is selected then do not select the states as well)",na/not appropriate for point data,hydrology,"precipitation, streamflow/stream forecasting, river geomorphology and restoration, water quality, water quantity, salmon/anadromous fish, policy, management",NA,NA,NA,no
5/8/2018 17:42:29,am,timing of redd construction by fall chinook salmon in the hanford reach of the columbia river,761,impacts,no,yes,freshwater: streams and rivers,1-100 km2 (huc 12 is 100 km2),0200 - upper columbia,"hanford reach; 46.285135,-119.3758819","biology, ecology","temperature, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat, mathematics",NA,NA,NA,no
6/11/2018 9:44:49,pe,timing of redd construction by fall chinook salmon in the hanford reach of the columbia river,761,impacts,no,yes,freshwater: streams and rivers,1-100 km2 (huc 12 is 100 km2),0200 - upper columbia,"hanford reach; 46.285135,-119.3758819","biology, ecology","temperature, streamflow/stream forecasting, water quality, water quantity, salmon/anadromous fish, aquatic habitat, mathematics",NA,NA,NA,no
4/16/2018 14:50:07,am,willamette river basin surface water isoscape (��18o and ��2h): temporal changes of source water within the river,763,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0900 - willamette (hj andrews experimental forest),"willamette basin; 44.3820941,-123.2040012",hydrology,"precipitation, snow, streamflow/stream forecasting, groundwater, water quantity",NA,NA,NA,yes
6/8/2018 14:18:58,mf,willamette river basin surface water isoscape (��18o and ��2h): temporal changes of source water within the river,763,impacts,no,no,n/a (not biome specific or all biomes - see codebook),"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)",0900 - willamette (hj andrews experimental forest),"willamette basin; 44.3820941,-123.2040012",hydrology,"precipitation, snow, streamflow/stream forecasting, groundwater, water quantity",NA,NA,NA,yes
4/16/2018 15:10:20,am,"discontinuous headwater stream networks with stable flowheads, salmon river basin, idaho",764,impacts,no,no,forest: temperate,"100 km2 - 1,500 km2",0602 - salmon (includes bitterroot mt.s),"frank church wilderness of no return; 44.664847, -114.420281",hydrology,"streamflow/stream forecasting, river geomorphology and restoration, water quantity, groundwater, geology",not sure whether extent should be the sum of four subwatersheds (~50km2) or the entire big creek ws (1540 km2). climate change connection is tenuous.,NA,NA,yes
5/15/2018 21:43:37,cc,"discontinuous headwater stream networks with stable flowheads, salmon river basin, idaho",764,impacts,no,no,forest: temperate,"100 km2 - 1,500 km2",0602 - salmon (includes bitterroot mt.s),"frank church wilderness of no return; 44.664847, -114.420281",hydrology,"streamflow/stream forecasting, river geomorphology and restoration, water quantity, groundwater, geology",NA,"as increasing
amounts of precipitation fall as rain instead of snow in
mountainous watersheds of western north america, longterm
studies may reveal shifts in dominant flowpath
dynamics with important implications for surface water
hydrology, stream chemistry, and ecology.2315",NA,yes
