reviewer,title,paper_id,inclusion_IAM,impacts,resolution,extent,location,biome,huc6,data_type,discipline,topic,concerns,notes1,notes2
PE,"Atmospheric, climatic, and ecological controls on extreme wildfire years in the northwestern United States",259,Impacts,Climate change implications,>10km2 - 100km2 (smaller than HUC 12),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,Forest: temperate,All in CRB U.S.,Gridded or polygons,Ecology,"Temperature, Precipitation, Wildfire, Timber production/Silviculture, Forest Ecology, Management, Drought, PDO, Climate variability,",NA,NA,NA
MF,Post-fire aspen seedling recruitment across the Yellowstone (USA) Landscape,260,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),NA,Forest: temperate,0401 - Snake headwaters,Point data collected specifically for this study,Ecology,"Range Shifts, Wildfire, Timber production/Silviculture, Forest Ecology, Management",NA,NA,NA
PE,Post-fire aspen seedling recruitment across the Yellowstone (USA) Landscape,260,Impacts,Climate change implications,Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"44.4279675,-110.597209",Forest: temperate,0401 - Snake headwaters,Point data collected specifically for this study,Ecology,"Range Shifts, Wildfire, Timber production/Silviculture, Forest Ecology, Management",Subalpine environment studied but not listed as an option,NA,NA
AM,"Postglacial midge community change and Holocene palaeotemperature reconstructions near treeline, southern British Columbia (Canada)",261,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,paleo,NA,NA
CMC,"Postglacial midge community change and Holocene palaeotemperature reconstructions near treeline, southern British Columbia (Canada)",261,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,paleo,NA,NA
AM,"Postglacial paleoecology and inferred paleoclimate in the Engelmann spruce-subalpine fir forest of south-central British Columbia, Canada",262,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,paleo,NA,NA
AM,"Postglacial paleoecology and inferred paleoclimate in the Engelmann spruce-subalpine fir forest of south-central British Columbia, Canada",262,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,paleo,NA,NA
PE,"Postglacial paleoecology and inferred paleoclimate in the Engelmann spruce-subalpine fir forest of south-central British Columbia, Canada",262,None of these or not in the CRB,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paleo climate, shouldn't be in our final corpus",NA,NA
MF,Reconstruction of the surface warming history of western interior Canada from borehole temperature profiles and other climate information,263,None of these or not in the CRB,NA,NA,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","52.190373,-117.2885205",NA,NA,Point data collected specifically for this study,Meteorology and Climatology,"Temperature, Dendrochronology, Climate proxy data",No data were collected in the CRB,NA,NA
PE,Reconstruction of the surface warming history of western interior Canada from borehole temperature profiles and other climate information,263,None of these or not in the CRB,NA,Point or plot scale,"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)","52.190373,-117.2885205",NA,NA,Point data collected specifically for this study,Meteorology and Climatology,"Temperature, Dendrochronology, Climate proxy data",NA,NA,NA
AM,The effect of climate change on floods in British Columbia,264,Couldn't get full text,NA,NA,NA,NA,NA,NA,NA,NA,NA,No full text,NA,NA
CMC,"Effects of environment and grazing disturbance on tree establishment in meadows of the central Cascade Range, Oregon, USA
",265,Impacts,"Observed impacts, Climate change implications",Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"48.7333217,-120.8079693","Grassland: temperate, Forest: temperate",0900 - Willamette,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study, personal communication,",Ecology,"Temperature, Precipitation, Snow, Water quantity, Species Invasion, Range Shifts, Forest Ecology, Soils, Dendrochronology","The Three Sisters Wilderness Area/Biosphere Reserve. In this study, we reconstruct the temporal and spatial patterns of tree invasion at 17 sites in the Three Sisters Wilderness Area/Biosphere Reserve (central Cascade Range, Oregon, USA) – sites that span broad gradients in physical environment (montane to subalpine zones, hydric to xeric soils), vegetation (graminoid-, herb-, and shrub-dominated meadows), and disturbance (minimal to intensive grazing by sheep",NA,"Meadows are conspicuous and dynamic features of the forested mountain landscapes of the western United States. In the mountains of the Pacific Northwest, meadows occupy various elevations and topographic positions: montane ridge-tops, south-facing hill-slopes, basins, valleys and other poorly drained topography, and the vast parkland of the subalpine zone (Franklin & Dyrness 1988)."
MF,"Effects of environment and grazing disturbance on tree establishment in meadows of the central Cascade Range, Oregon, USA",265,Impacts,"Observed impacts, Climate change implications",Point or plot scale,1500 km2 - 25000 km2 (HUC 8 is 1800 km2; Latah County is 2800 km2),"48.7333217,-120.8079693","Grassland: temperate, Forest: temperate",0900 - Willamette,"Points in an observation network (e.g. SNOTEL), Point data collected specifically for this study, Point data NOT collected specifically for this study, personal communication,",Ecology,"Temperature, Precipitation, Snow, Water quantity, Species Invasion, Range Shifts, Forest Ecology, Soils, Dendrochronology",NA,NA,NA
AM,EFFECT OF CLIMATE CHANGE ON HYDROLOGIC REGIME OF TWO CLIMATICALLY DIFFERENT WATERSHEDS,266,Impacts,NA,NA,"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",NA,N/A (not biome specific or all biomes - see codebook),Columbia (Canada),NA,Hydrology,"Temperature, Precipitation, Snow, Glaciers, Streamflow/stream forecasting",couldn't get paper,NA,NA
PE,EFFECT OF CLIMATE CHANGE ON HYDROLOGIC REGIME OF TWO CLIMATICALLY DIFFERENT WATERSHEDS,266,Impacts,NA,>1km2 - 10km2 (city of Moscow is 2.6 km2),"1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)","51.0089161,-118.26497",N/A (not biome specific or all biomes - see codebook),Columbia (Canada),Gridded or polygons,Hydrology,"Temperature, Precipitation, Snow, Glaciers, Streamflow/stream forecasting",NA,NA,NA
AM,Thermal limits to salmonid distributions in the rocky mountain region and potential habitat loss due to global warming: A geographic information system (GIS) approach,267,Impacts,Projected impacts,Not clear,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Idaho, Wyoming, Montana, Rocky Mountains",Freshwater: streams and rivers,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0401 - Snake headwaters, 0402 - Upper Snake, 0602 - Salmon, 0603 - Clearwater",Gridded or polygons,Biology,"Temperature, Streamflow/stream forecasting, River geomorphology and restoration, Salmon, Aquatic habitat, Range Shifts",NA,NA,NA
AM,Thermal limits to salmonid distributions in the rocky mountain region and potential habitat loss due to global warming: A geographic information system (GIS) approach,267,Impacts,Projected impacts,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Idaho, Wyoming, Montana",Freshwater: streams and rivers,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0401 - Snake headwaters, 0402 - Upper Snake, 0602 - Salmon, 0603 - Clearwater","Gridded or polygons, Points in an observation network (e.g. SNOTEL)",Biology,"Temperature, Streamflow/stream forecasting, River geomorphology and restoration, Salmon, Aquatic habitat, Range Shifts","Really covers Rocky Mountain states - so almost the size of western US, but no OR, WA, CA",NA,NA
PE,Thermal limits to salmonid distributions in the rocky mountain region and potential habitat loss due to global warming: A geographic information system (GIS) approach,267,Impacts,Projected impacts,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Western United States,Freshwater: streams and rivers,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0401 - Snake headwaters, 0402 - Upper Snake, 0602 - Salmon, 0603 - Clearwater",Gridded or polygons,Biology,"Temperature, Streamflow/stream forecasting, River geomorphology and restoration, Salmon, Aquatic habitat, Range Shifts",NA,NA,NA
MF,The cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century,268,Impacts,"Projected impacts, Climate change implications",1-900 m2 (1-30m; Landsat size or smaller),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",NA,Freshwater: streams and rivers,"0102 - Pend Oreille, 0103 - Spokane, 0200 - Upper Columbia, 0300 - Yakima, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette",Gridded or polygons,Biology,"Temperature, Streamflow/stream forecasting, Salmon, Aquatic habitat, Range Shifts, Management",NA,NA,NA
PE,The cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century,268,Impacts,"Projected impacts, Climate change implications",>1km2 - 10km2 (city of Moscow is 2.6 km2),"Pacific Northwest (e.g., Idaho, Washington, and Oregon) - about HUC 2 size (660,000 km2)",Columbia River Basin,Freshwater: streams and rivers,"0102 - Pend Oreille, 0103 - Spokane, 0200 - Upper Columbia, 0300 - Yakima, 0501 - Middle Snake - Boise, 0502 - Middle Snake - Powder, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater, 0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0800 - Lower Columbia, 0900 - Willamette",Gridded or polygons,Biology,"Temperature, Streamflow/stream forecasting, Salmon, Aquatic habitat, Range Shifts, Management",NA,NA,NA
CMC,Representative regional models of post-disturbance forest carbon accumulation: Integrating inventory data and a growth and yield model,269,Impacts,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","Idaho, Montana",Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0401 - Snake headwaters, 0402 - Upper Snake, 0501 - Middle Snake - Boise, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater",Points in an observation network (e.g. SNOTEL),Forestry,"Temperature, Precipitation, Species Invasion, Pests and disease, Range Shifts, Wildfire, Timber production/Silviculture, Forest Ecology, Carbon Stocks, Management",NA,"pest invasion, wildfire, disease, harvest effect C stores",NA
PE,Representative regional models of post-disturbance forest carbon accumulation: Integrating inventory data and a growth and yield model,269,Impacts,Climate change implications,>10km2 - 100km2 (smaller than HUC 12),"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)",Idaho,Forest: temperate,"0101 - Kootenai, 0102 - Pend Oreille, 0103 - Spokane, 0401 - Snake headwaters, 0402 - Upper Snake, 0501 - Middle Snake - Boise, 0601 - Lower Snake, 0602 - Salmon, 0603 - Clearwater",Points in an observation network (e.g. SNOTEL),Forestry,"Temperature, Precipitation, Species Invasion, Pests and disease, Range Shifts, Wildfire, Timber production/Silviculture, Forest Ecology, Carbon Stocks, Management",NA,NA,NA
AM,Pyrogenic carbon controls across a soil catena in the Pacific Northwest,270,Mitigation,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","44.51444, -122.256111","Grassland: temperate, Forest: temperate","0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0900 - Willamette","Gridded or polygons, Point data collected specifically for this study","Geology, Pedology","Temperature, Precipitation, Wildfire, Soils, Carbon cycling",Could almost say this isn't a climate change paper...,NA,NA
PE,Pyrogenic carbon controls across a soil catena in the Pacific Northwest,270,Mitigation,Climate change implications,Point or plot scale,"Larger than 40,000km2 but less than the Pacific Northwest (e.g., Idaho is 216,000 km2)","44.3567917,-122.2902182","Grassland: temperate, Forest: temperate","0701 - Middle Columbia, 0702 - John Day, 0703 - Deschutes, 0900 - Willamette","Gridded or polygons, Point data collected specifically for this study","Geology, Pedology","Temperature, Precipitation, Wildfire, Soils, Carbon cycling",NA,NA,NA
AM,"Climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern Cascade Range, USA",271,Impacts,Climate change implications,>10km2 - 100km2 (smaller than HUC 12),"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","48.419398,-120.8737337",Forest: temperate,0200 - Upper Columbia,Gridded or polygons,Ecology,"Temperature, Precipitation, Wildfire, Forest Ecology",NA,NA,NA
PE,"Climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern Cascade Range, USA",271,Impacts,Climate change implications,>1km2 - 10km2 (city of Moscow is 2.6 km2),"25,000 km2 - 40,000km2 (HUC 6 is 27,443 km2)","48.419398,-120.8737337",Forest: temperate,0200 - Upper Columbia,Gridded or polygons,Ecology,"Temperature, Precipitation, Wildfire, Forest Ecology",NA,NA,NA
