reviewer,title,paper_id,inclusion_IAM,projected,observed,biome,extent,huc6,location,discipline,topic,concerns,notes1,notes2,new_data
mf,"long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities.",710,impacts,no,yes,"grassland: temperate, desert: semi-arid desert",1-100 km2 (huc 12 is 100 km2),0402 - upper snake,"american falls idaho; 42.7845339,-113.4170303; idaho falls; 43.4928072,-112.1037468",ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), species range shifts, wildfire, soils, management",NA,NA,NA,no
pe,"climate, hydrologic disturbance, and succession: drivers of floodplain pattern.",711,impacts,no,yes,"freshwater: wetlands, freshwater: streams and rivers",1-100 km2 (huc 12 is 100 km2),0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s),"nyack floodplain; 48.452845, -113.805325",ecology,"climate oscilations (enso, pdo), streamflow/stream forecasting, river geomorphology and restoration, groundwater, aquatic habitat",NA,NA,NA,no
cc,"climate, hydrologic disturbance, and succession: drivers of floodplain pattern.",711,impacts,no,yes,"freshwater: wetlands, freshwater: streams and rivers",1-100 km2 (huc 12 is 100 km2),0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s),"nyack floodplain; 48.452845, -113.805325",ecology,"climate oscilations (enso, pdo), streamflow/stream forecasting, river geomorphology and restoration, groundwater, aquatic habitat",NA,NA,NA,no
pe,risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves.,712,impacts,no,no,"grassland: temperate, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),na/not appropriate for point data,ecology,"temperature, snow, terrestrial wildlife, species range shifts",NA,NA,NA,yes
sh,risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves.,712,impacts,no,no,"grassland: temperate, forest: temperate","1,500 km2 - 25,000 km2 (huc 8 is 1800 km2; latah county is 2800 km2)",0401 - snake headwaters (yellowstone np and tetons np),na/not appropriate for point data,ecology,"temperature, snow, terrestrial wildlife, species range shifts",barely about climate change,NA,NA,yes
mf,"multi-season climate synchronized historical fires in dry forests (1650-1900), northern rockies, usa.",713,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s)",this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), wildfire",NA,NA,NA,yes
cc,"multi-season climate synchronized historical fires in dry forests (1650-1900), northern rockies, usa.",713,impacts,no,no,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0101 - kootenai, 0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), 0103 - spokane, 0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.), 0602 - salmon (includes bitterroot mt.s), 0603 - clearwater (includes bitterroot mt.s)",this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), wildfire",NA,NA,NA,yes
pe,"multi-season climate synchronized forest fires throughout the 20th century, northern rockies, usa.",714,impacts,no,yes,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), all idaho",na/not appropriate for point data,ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), wildfire, forest ecology",NA,NA,NA,no
am,"multi-season climate synchronized forest fires throughout the 20th century, northern rockies, usa.",714,impacts,no,yes,forest: temperate,"larger than 40,000km2 but less than the pacific northwest (e.g., idaho is 216,000 km2, several states)","0102 - pend oreille (glacier np; priest river experimental forest; bitterroot mt.s), all idaho",na/not appropriate for point data,ecology,"temperature, precipitation, snow, climate oscilations (enso, pdo), wildfire, forest ecology",NA,NA,NA,no
pe,american kestrel reproduction in southwestern idaho: annual variation and long-term trends.,715,impacts,no,yes,"grassland: temperate, desert: semi-arid desert","100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","canyon county idaho; 43.5854003,-117.0331678; ada county idaho; 3.4600104,-116.5243294",biology,"temperature, precipitation, terrestrial wildlife, forest ecology, species range shifts",NA,NA,NA,yes
mf,american kestrel reproduction in southwestern idaho: annual variation and long-term trends.,715,impacts,no,yes,"grassland: temperate, desert: semi-arid desert","100 km2 - 1,500 km2","0501 - middle snake - boise (reynolds cr. exp. ws., dry cr. exp. ws.)","canyon county idaho; 43.5854003,-117.0331678; ada county idaho; 3.4600104,-116.5243294",biology,"temperature, precipitation, terrestrial wildlife, forest ecology, species range shifts",NA,NA,NA,yes
pe,whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the greater yellowstone ecosystem.,716,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake",na/not appropriate for point data,ecology,"temperature, pests and disease, species range shifts, entomology, forest ecology, management",NA,NA,NA,no
mf,whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the greater yellowstone ecosystem.,716,impacts,no,yes,forest: temperate,"25,000 km2 - 40,000km2 (huc 6 is 27,443 km2)","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake",this study includes a case study map with more than 5 study locations over large extent,ecology,"temperature, pests and disease, species range shifts, entomology, forest ecology, management",NA,NA,NA,no
pe,selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak.,717,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,biology,"pests and disease, entomology, forest ecology, management, mathematics",NA,NA,NA,no
cc,selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak.,717,impacts,no,no,forest: temperate,"pacific northwest (e.g., idaho, washington, and oregon) - about huc 2 size (660,000 km2)",all in crb canada,na/not appropriate for point data,biology,"pests and disease, entomology, forest ecology, management, mathematics",just another canadian mpb study,NA,NA,no
pe,"fuel treatment impacts on estimated wildfire carbon loss from forests in montana, oregon, california, and arizona.",718,mitigation,no,no,forest: temperate,western us and/or western us plus canada,"0103 - spokane, 0502 - middle snake - powder, 0601 - lower snake, 0603 - clearwater (includes bitterroot mt.s), 0900 - willamette (hj andrews experimental forest)",na/not appropriate for point data,ecology,"wildfire, timber production/silviculture, forest ecology, management, carbon emissions, carbon cycle",NA,NA,NA,yes
sh,"fuel treatment impacts on estimated wildfire carbon loss from forests in montana, oregon, california, and arizona.",718,mitigation,no,no,forest: temperate,western us and/or western us plus canada,"0103 - spokane, 0502 - middle snake - powder, 0601 - lower snake, 0603 - clearwater (includes bitterroot mt.s), 0900 - willamette (hj andrews experimental forest)",na/not appropriate for point data,ecology,"wildfire, timber production/silviculture, forest ecology, management, carbon emissions, carbon cycle",NA,NA,NA,yes
pe,gradient-based habitat affinities predict species vulnerability to drought.,719,impacts,no,no,grassland: temperate,"100 km2 - 1,500 km2","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake","yellowstone national park; 44.584418,-111.0758737",ecology,"temperature, precipitation, species range shifts, entomology, wetlands/meadows",NA,NA,NA,yes
am,gradient-based habitat affinities predict species vulnerability to drought.,719,impacts,no,no,grassland: temperate,"100 km2 - 1,500 km2","0401 - snake headwaters (yellowstone np and tetons np), 0402 - upper snake","yellowstone national park; 44.584418,-111.0758737",ecology,"temperature, precipitation, species range shifts, entomology, wetlands/meadows",no site map,NA,NA,yes
pe,multitemporal snow cover mapping in mountainous terrain for landsat climate data record development.,720,impacts,no,yes,"alpine/tundra, forest: temperate","100 km2 - 1,500 km2","0402 - upper snake, 0602 - salmon (includes bitterroot mt.s)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, water quantity, mathematics",NA,NA,NA,no
mf,multitemporal snow cover mapping in mountainous terrain for landsat climate data record development.,720,impacts,no,yes,"alpine/tundra, forest: temperate","100 km2 - 1,500 km2","0402 - upper snake, 0602 - salmon (includes bitterroot mt.s)",na/not appropriate for point data,meteorology and climatology,"temperature, precipitation, snow, water quantity, mathematics",NA,NA,NA,no
mf,imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage.,721,mitigation,no,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"timber production/silviculture, forest ecology, soils, management, carbon emissions, carbon cycle",NA,NA,NA,no
pe,imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage.,721,mitigation,no,no,forest: temperate,western us and/or western us plus canada,all in crb u.s. (if this is selected then do not select the states as well),na/not appropriate for point data,forestry,"timber production/silviculture, forest ecology, soils, management, carbon emissions, carbon cycle",NA,NA,NA,no
